oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,misc_price,memory,ram,removability,battery_capacity
Asus,Zenfone 6 ZS630KL,18,8,Adreno 640,Dual-Sim,LTE,IPS LCD,4K,4K,190,1080 x 2340 ,6.4,Yes,Android,Qualcomm SM8150 Snapdragon 855,734.54,64,6,Non-removable,5000
Asus,ROG Phone ZS600KL,30,8,Adreno 630,Dual-Sim,LTE,AMOLED,4K,1080p,200,1080 x 2160 ,6,Yes,Android,Qualcomm SDM845 Snapdragon 845,488.99,128,8,Non-removable,4000
Apple,iPhone XS Max,15,6,Apple GPU,Single-Sim,LTE,OLED,2160p,1080p,208,1242 x 2688 ,6.5,No,iOS,Apple A12 Bionic,1250,64,4,Non-removable,3174
Apple,iPhone XS,15,6,Apple GPU,Nano-Sim,LTE,OLED,2160p,1080p,177,1125 x 2436 ,5.8,No,iOS,Apple A12 Bionic,1150,64,4,Non-removable,2658
Apple,iPhone XR,15,6,Apple GPU,Single-Sim,LTE,IPS LCD,2160p,1080p,194,828 x 1792 ,6.1,No,iOS,Apple A12 Bionic,850,64,3,Non-removable,2942
Apple,iPhone X,15,6,Apple GPU,Nano-Sim,LTE,OLED,2160p,1080p,174,1125 x 2436 ,5.8,No,iOS,Apple A11 Bionic,1000,64,3,Non-removable,2716
Apple,iPhone 8 Plus,15,6,Apple GPU,Nano-Sim,LTE,IPS LCD,2160p,1080p,202,1080 x 1920 ,5.5,No,iOS,Apple A11 Bionic,770,64,3,Non-removable,2691
Apple,iPhone 7 Plus,,4,PowerVR Series7,Nano-Sim,LTE,IPS LCD,2160p,1080p,188,1080 x 1920 ,5.5,No,iOS,Apple A10 Fusion,690,32,3,Non-removable,2900
Apple,iPhone 6s Plus,,2,PowerVR GT7600,Nano-Sim,LTE,IPS LCD,2160p,1080p,192,1080 x 1920 ,5.5,Yes,iOS,Apple A9,470,16,2,Non-removable,2750
Apple,iPhone 6 Plus,,2,PowerVR GX6450,Nano-Sim,LTE,IPS LCD,1080p,720p,172,1080 x 1920 ,5.5,Yes,iOS,Apple A8,420,16,1,Non-removable,2915
Asus,ZenFone Live (L2),,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,140,720 x 1440 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,99,16,2,Non-removable,3000
Asus,Zenfone Max (M2) ZB633KL,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,2160p,1080p,160,720 x 1520 ,6.26,Yes,Android,Qualcomm SDM632 Snapdragon 632,122,64,4,Non-removable,4000
Asus,ZenFone Lite (L1) ZA551KL,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,140,720 x 1440 ,5.45,Yes,Android,Qualcomm MSM8937 Snapdragon 430,80,16,2,Non-removable,3000
Asus,ZenFone Live (L1) ZA550KL,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,140,720 x 1440 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,100,32,2,Non-removable,3000
Asus,Zenfone 5 Lite ZC600KL,,8,Adreno 508,Dual-Sim,LTE,IPS LCD,2160p,1080p,168,1080 x 2160 ,6,Yes,Android,Qualcomm SDM630 Snapdragon 630,250,64,4,Non-removable,3300
Asus,Zenfone Max (M1) ZB555KL,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,1080p,150,720 x 1440 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,160,32,3,Non-removable,4000
Asus,Zenfone 4 Pro ZS551KL,18,8,Adreno 540,Dual-Sim,LTE,AMOLED,2160p,1080p,175,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8998 Snapdragon 835,390,64,6,Non-removable,3600
Asus,Zenfone 4 ZE554KL,18,8,Adreno 508,Dual-Sim,LTE,IPS LCD,2160p,1080p,165,1080 x 1920 ,5.5,Yes,Android,Qualcomm SDM630 Snapdragon 630,400,64,4,Non-removable,3300
Asus,Zenfone 4 Selfie Lite ZB553KL,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,144,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,180,16,2,Non-removable,3000
Asus,Zenfone 4 Selfie ZB553KL,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,144,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,150,32,3,Non-removable,3000
Asus,Zenfone 4 Selfie Pro ZD552KL,18,8,Adreno 506,Dual-Sim,LTE,AMOLED,2160p,2160p,147,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,250,64,3,Non-removable,3000
Asus,Zenfone 4 Selfie ZD553KL,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,144,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,290,64,4,Non-removable,3000
Asus,Zenfone 4 Max Plus ZC554KL,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,181,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,220,32,3,Non-removable,5000
Asus,Zenfone 4 Max Pro ZC554KL,18,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,181,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,250,32,2,Non-removable,5000
Asus,Zenfone Go ZB552KL,,4,Adreno 306,Dual-Sim,LTE,IPS LCD,1080p,,168,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,120,16,2,Non-removable,3000
Asus,Zenfone AR ZS571KL,18,4,Adreno 530,Dual-Sim,LTE,Super AMOLED,2160p,1080p,170,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 821,440,64,6,Non-removable,3300
Asus,Zenfone 3 Zoom ZE553KL,18,8,Adreno 506,Dual-Sim,LTE,AMOLED,2160p,1080p,170,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,320,32,4,Non-removable,5000
Asus,Zenfone 3 Max ZC553KL,18,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,175,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,190,32,2,Non-removable,4100
Asus,Zenfone 3 Deluxe 5.5 ZS550KL,18,8,Adreno 506,Dual-Sim,LTE,IPS LCD,2160p,1080p,151,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,280,64,4,Non-removable,3000
Asus,Zenfone 3 Laser ZC551KL,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,150,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,160,16,2,Non-removable,3000
Asus,Zenfone 3 Ultra ZU680KL,18,8,Adreno 510,Dual-Sim,LTE,IPS LCD,1080p,1080p,233,1080 x 1920 ,6.8,Yes,Android,Qualcomm MSM8976 Snapdragon 652,300,32,3,Non-removable,4600
Asus,Zenfone 3 Deluxe ZS570KL,18,4,Adreno 530,Dual-Sim,LTE,Super AMOLED,2160p,1080p,170,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 820,230,64,4,Non-removable,3000
Asus,Zenfone 3 ZE552KL,,8,Adreno 506,Dual-Sim,LTE,Super IPS+,2160p,1080p,155,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,330,64,4,Non-removable,3000
Asus,Zenfone Max ZC550KL (2016),,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,202,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,170,32,2,Non-removable,5000
Asus,Zenfone Go ZB551KL,,4,Adreno 305,Dual-Sim,LTE,IPS LCD,1080p,,160,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8928 Snapdragon 400,150,16,2,Removable,3010
Asus,Zenfone 2 Laser ZE551KL,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,170.1,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,180,16,3,Removable,3000
Asus,Zenfone Zoom ZX551ML,18,4,PowerVR G6430,Micro-Sim,LTE,IPS LCD,1080p,,185,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3590,250,32,4,Non-removable,3000
Asus,Zenfone Max ZC550KL,,4,Adreno 306,Dual-Sim,LTE,IPS LCD,1080p,,202,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,170,8,2,Non-removable,5000
Asus,Zenfone 2 Deluxe ZE551ML,18,4,PowerVR G6430,Dual-Sim,LTE,IPS LCD,1080p,,170,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3580,350,64,4,Non-removable,3000
Asus,Zenfone 2 Laser ZE601KL,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,190,1080 x 1920 ,6,Yes,Android,Qualcomm MSM8939v2 Snapdragon 616,270,16,2,Removable,3000
Asus,Zenfone 2 Laser ZE600KL,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,190,720 x 1280 ,6,Yes,Android,Qualcomm MSM8939 Snapdragon 615,310,16,2,Removable,3000
Asus,Zenfone 2 Laser ZE550KL,,4,Adreno 306,Dual-Sim,LTE,IPS LCD,1080p,,170,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,220,32,3,Removable,3000
Asus,Pegasus 2 Plus,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,156,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,300,32,3,Non-removable,3030
Asus,Zenfone Selfie ZD551KL,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,1080p,170,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,280,16,2,Removable,3000
Asus,Zenfone 2 ZE550ML,,4,PowerVR G6430,Dual-Sim,LTE,IPS LCD,1080p,,170,720 x 1280 ,5.5,Yes,Android,Intel Atom Z3560,250,16,2,Non-removable,3000
Asus,Zenfone 2 ZE551ML,18,4,PowerVR G6430,Dual-Sim,LTE,IPS LCD,1080p,,170,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3580,300,16,2,Non-removable,3000
Asus,Zenfone Zoom ZX550,,4,PowerVR G6430,Dual-Sim,LTE,IPS LCD,1080p,,185,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3580,400,16,2,Non-removable,3000
Asus,Zenfone 6 A601CG,,2,PowerVR SGX544,Dual-Sim,HSPA,IPS LCD,1080p,,196,720 x 1280 ,6,Yes,Android,Intel Atom Z2560,200,16,2,Non-removable,3230
Asus,Zenfone 6 A600CG,,2,PowerVR SGX544,Dual-Sim,HSPA,IPS LCD,1080p,,196,720 x 1280 ,6,Yes,Android,Intel Atom Z2580,250,16,2,Non-removable,3300
Huawei,P30 Pro,40,8,Mali-G76,Single-Sim,LTE,OLED,2160p,1080p,192,1080 x 2340 ,6.47,No,Android,HiSilicon Kirin 980,880,128,8,Non-removable,4200
Huawei,P30,22.5,8,Mali-G76,Single-Sim,LTE,OLED,2160p,1080p,165,1080 x 2340 ,6.1,Yes,Android,HiSilicon Kirin 980,680,64,8,Non-removable,3650
Huawei,P30 lite,18,8,Mali-G51,Single-Sim,LTE,IPS LCD,1080p,1080p,159,1080 x 2312 ,6.15,Yes,Android,Hisilicon Kirin 710,290,128,6,Non-removable,3340
Huawei,nova 4e,18,8,Mali-G51,Dual-Sim,LTE,IPS LCD,1080p,1080p,159,1080 x 2312 ,6.15,Yes,Android,Hisilicon Kirin 710,270,128,4,Non-removable,3340
Huawei,Enjoy 9e,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,150,720 x 1560 ,6.09,Yes,Android,Mediatek MT6765 Helio P35,120,32,3,Non-removable,3020
Huawei,Y Max,,8,Adreno 512,Dual-Sim,LTE,IPS LCD,1080p,1080p,210,1080 x 2244 ,7.12,Yes,Android,Qualcomm SDM660 Snapdragon 660,280,128,4,Non-removable,5000
Huawei,Y6 Pro (2019),,4,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,150,720 x 1560 ,6.09,Yes,Android,Mediatek MT6761 Helio A22,120,32,3,Non-removable,3020
Huawei,Y6 (2019),,4,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,150,720 x 1560 ,6.09,Yes,Android,Mediatek MT6761 Helio A22,150,32,2,Non-removable,3020
Huawei,Y5 lite (2018),,4,PowerVR GE8100,Single-Sim,LTE,LCD,1080p,,142,720 x 1440 ,5.45,Yes,Android,Mediatek MT6739,100,16,1,Non-removable,3020
Huawei,Mate 20 RS Porsche Design,40,8,Mali-G76,Single-Sim,LTE,OLED,2160p,1080p,187,1440 x 3120 ,6.39,No,Android,HiSilicon Kirin 980,1600,256,8,Non-removable,4200
Huawei,Mate 20 Pro,40,8,Mali-G76,Single-Sim,LTE,OLED,2160p,1080p,189,1440 x 3120 ,6.39,No,Android,HiSilicon Kirin 980,880,256,8,Non-removable,4200
Huawei,Y5 Prime (2018),,4,PowerVR GE8100,Single-Sim,LTE,LCD,1080p,,142,720 x 1440 ,5.45,Yes,Android,Mediatek MT6739,100,16,2,Non-removable,3020
Huawei,Y6 Prime (2018),,4,Adreno 308,Dual-Sim,LTE,S-IPS LCD,1080p,,150,720 x 1440 ,5.7,Yes,Android,Qualcomm MSM8917 Snapdragon 425,140,32,3,Non-removable,3000
Huawei,Y6 (2018),,4,Adreno 308,Dual-Sim,LTE,S-IPS LCD,1080p,,150,720 x 1440 ,5.7,Yes,Android,Qualcomm MSM8917 Snapdragon 425,150,16,2,Non-removable,3000
Huawei,Y7 Pro (2018),,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,1080p,155,720 x 1440 ,5.99,Yes,Android,Qualcomm MSM8937 Snapdragon 430,150,32,3,Non-removable,3000
Huawei,Y7 Prime (2018),,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,1080p,155,720 x 1440 ,5.99,Yes,Android,Qualcomm MSM8937 Snapdragon 430,170,32,3,Non-removable,3000
Huawei,Y7 (2018),,8,Adreno 505,Single-Sim,LTE,IPS LCD,1080p,,155,720 x 1440 ,5.99,Yes,Android,Qualcomm MSM8937 Snapdragon 430,150,16,2,Non-removable,3000
Huawei,Y9 (2018),,8,Mali-T830,Dual-Sim,LTE,IPS LCD,1080p,1080p,170,1080 x 2160 ,5.93,Yes,Android,HiSilicon Kirin 659,220,64,4,Non-removable,4000
Huawei,P smart,,8,Mali-T830,Single-Sim,LTE,IPS LCD,1080p,,143,1080 x 2160 ,5.65,Yes,Android,HiSilicon Kirin 659,170,64,4,Non-removable,3000
Huawei,Mate 10 Lite,,8,Mali-T830,Single-Sim,LTE,IPS LCD,1080p,1080p,164,1080 x 2160 ,5.9,Yes,Android,HiSilicon Kirin 659,200,64,4,Non-removable,3340
Huawei,Y7 Prime,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8940 Snapdragon 435,180,32,3,Non-removable,4000
Huawei,Y7,,8,Adreno 505,Single-Sim,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8940 Snapdragon 435,160,16,2,Non-removable,4000
Huawei,G9 Plus,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,2160p,1080p,160,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,280,64,4,Non-removable,3340
Huawei,G7 Plus,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,167,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,200,32,3,Non-removable,3000
Huawei,Nexus 6P,10,8,Adreno 430,Nano-Sim,LTE,OLED,2160p,1080p,178,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8994 Snapdragon 810,300,32,3,Non-removable,3450
Huawei,Mate S,,8,Mali-T628,Single-Sim,LTE,OLED,1080p,,156,1080 x 1920 ,5.5,Yes,Android,HiSilicon Kirin 935,350,32,3,Non-removable,2700
Huawei,G8,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,167,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,330,16,2,Non-removable,3000
Huawei,P8max,,8,Mali-T628,Dual-Sim,LTE,LTPS IPS LCD,1080p,,228,1080 x 1920 ,6.8,Yes,Android,HiSilicon Kirin 935,400,64,3,Non-removable,4360
Huawei,Ascend GX1,,4,Adreno 306,Dual-Sim,LTE,IPS LCD,1080p,720p,173,720 x 1280 ,6,Yes,Android,Qualcomm MSM8916 Snapdragon 410,200,8,1,Non-removable,3500
Huawei,Ascend Mate7 Monarch,,8,Mali-T628,Dual-Sim,LTE,IPS LCD,1080p,720p,185,1080 x 1920 ,6,Yes,Android,HiSilicon Kirin 925,500,64,3,Non-removable,4100
Huawei,Ascend G7,,4,Adreno 306,Micro-Sim,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,260,16,2,Non-removable,3000
Huawei,Ascend Mate7,,8,Mali-T628,Micro-Sim,LTE,IPS LCD,1080p,720p,185,1080 x 1920 ,6,Yes,Android,HiSilicon Kirin 925,340,16,2,Non-removable,4100
Huawei,Ascend G730,,4,Mali-450,Dual-Sim,HSPA,IPS LCD,720p,,180,540 x 960 ,5.5,Yes,Android,NULL,270,4,1,Removable,2300
Huawei,Ascend Mate2 4G,,4,Adreno 305,Micro-Sim,LTE,IPS+ LCD,1080p,,202,720 x 1280 ,6.1,Yes,Android,Qualcomm MSM8928 Snapdragon 400,330,16,2,Non-removable,4050
Lenovo,K6 Enjoy,10,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,161,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,190,64,4,Non-removable,3300
Lenovo,Tab V7,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,195,1080 x 2160 ,6.95,Yes,Android,Qualcomm SDM450 Snapdragon 450,250,64,3,Non-removable,5180
Lenovo,Z5s,15,8,Adreno 616,Dual-Sim,LTE,LTPS IPS LCD,2160p,1080p,172,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM710 Snapdragon 710,220,128,6,Non-removable,3300
Lenovo,Z5 Pro GT,18,8,Adreno 640,Dual-Sim,LTE,Super AMOLED,2160p,1080p,210,1080 x 2340 ,6.39,No,Android,Qualcomm SDM855 Snapdragon 855,400,512,12,Non-removable,3350
Lenovo,Z5 Pro,18,8,Adreno 616,Dual-Sim,LTE,Super AMOLED,2160p,1080p,210,1080 x 2340 ,6.39,No,Android,Qualcomm SDM710 Snapdragon 710,300,64,6,Non-removable,3350
Lenovo,Z5,15,8,Adreno 509,Dual-Sim,LTE,IPS LCD,2160p,1080p,165,1080 x 2246 ,6.2,Yes,Android,Qualcomm SDM636 Snapdragon 636,200,64,6,Non-removable,3300
Lenovo,K5 Note (2018),,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,176,720 x 1440 ,6,Yes,Android,Qualcomm SDM450 Snapdragon 450,150,64,4,Non-removable,3760
Lenovo,A5,,4,PowerVR GE8100,Dual-Sim,LTE,IPS LCD,720p,,160,720 x 1440 ,5.45,Yes,Android,Mediatek MT6739,120,16,3,Non-removable,4000
Lenovo,K5,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,720p,,160,720 x 1440 ,5.7,Yes,Android,Mediatek MT6750V/CB,130,32,3,Non-removable,3000
Lenovo,K5 play,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,155,720 x 1440 ,5.7,Yes,Android,Qualcomm MSM8937 Snapdragon 430,110,32,3,Non-removable,3000
Lenovo,S5,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,2160p,1080p,155,1080 x 2160 ,5.7,Yes,Android,Qualcomm MSM8953 Snapdragon 625,150,128,4,Non-removable,3000
Lenovo,K320t,,4,Mali-400,Dual-Sim,LTE,IPS LCD,1080p,,153.8,720 x 1440 ,5.7,Yes,Android,Spreadtrum,150,32,3,Non-removable,3000
Lenovo,K8 Note,15,10,Mali-T880,Dual-Sim,LTE,IPS LCD,1080p,,180,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6797D Helio X23,180,64,4,Non-removable,4000
Lenovo,ZUK Edge,18,4,Adreno 530,Dual-Sim,LTE,TDDI,2160p,1080p,160,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8996 Snapdragon 821,450,64,4,Non-removable,3100
Lenovo,P2,18,8,Adreno 506,Single-Sim,LTE,Super AMOLED,2160p,1080p,177,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,240,64,4,Non-removable,5100
Lenovo,K6 Note,,8,Adreno 505,Single-Sim,LTE,IPS LCD,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,250,32,3,Non-removable,4000
Lenovo,Phab2 Plus,,8,Mali-T720,Dual-Sim,LTE,IPS LCD,1080p,1080p,218,1080 x 1920 ,6.4,Yes,Android,Mediatek MT8783,250,32,3,Non-removable,4050
Lenovo,Phab2,,4,Mali-T720,Dual-Sim,LTE,IPS LCD,720p,,225,720 x 1280 ,6.4,Yes,Android,Mediatek MT8735,230,32,3,Non-removable,4050
Lenovo,A7000 Turbo,,8,Mali-T760,Dual-Sim,LTE,IPS LCD,1080p,,150,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,180,16,2,Removable,2900
Lenovo,Vibe P1 Turbo,18,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,189,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939v2 Snapdragon 616,260,32,3,Non-removable,4900
Lenovo,K5 Note,,8,Mali-T860,Dual-Sim,LTE,LTPS IPS LCD,1080p,,165,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6755 Helio P10,190,32,3,Non-removable,3500
Lenovo,Vibe K4 Note,,8,Mali-T720,Dual-Sim,LTE,IPS LCD,1080p,,158,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6753,190,16,3,Non-removable,3300
Lenovo,Vibe X3 c78,,8,Mali-T720,Dual-Sim,LTE,IPS LCD,1080p,,175,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6753,320,16,2,Non-removable,3300
Lenovo,Vibe X3,18,6,Adreno 418,Dual-Sim,LTE,IPS LCD,2160p,1080p,175,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8992 Snapdragon 808,300,32,3,Non-removable,3500
Lenovo,Phab Plus,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,229,1080 x 1920 ,6.8,Yes,Android,Qualcomm MSM8939 Snapdragon 615,250,32,2,Non-removable,3500
Lenovo,Vibe P1,18,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,189,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,380,32,2,Non-removable,5000
Lenovo,ZUK Z1,18,4,Adreno 330,Dual-Sim,LTE,IPS LCD,1080p,1080p,175,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8974AC Snapdragon 801,320,64,3,Non-removable,4100
Lenovo,A616,,4,Mali-T760,Dual-Sim,LTE,IPS LCD,,,174,480 x 854 ,5.5,Yes,Android,Mediatek MT6732M,50,4,0,Non-removable,2250
Lenovo,K80,,4,,Dual-Sim,LTE,IPS LCD,1080p,,158,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3560,280,64,4,Non-removable,4000
Lenovo,K3 Note,,8,Mali-T760,Dual-Sim,LTE,IPS LCD,1080p,,150,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,150,16,2,Removable,3000
Lenovo,A7000 Plus,,8,Mali-T760,Dual-Sim,LTE,IPS LCD,1080p,,140,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,190,16,2,Removable,2900
Lenovo,A7000,,8,Mali-T760,Dual-Sim,LTE,IPS LCD,1080p,720p,140,720 x 1280 ,5.5,Yes,Android,Mediatek MT6752m,150,8,2,Removable,2900
Lenovo,P90,,4,PowerVR G6430,Micro-Sim,LTE,IPS LCD,1080p,,156,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3560,450,32,2,Non-removable,4000
Lenovo,Golden Warrior Note 8,,8,Mali-T760,Dual-Sim,LTE,IPS LCD,,,170,720 x 1280 ,6,Yes,Android,Mediatek MT6752,160,8,1,Removable,3300
Lenovo,A916,,8,Mali-450,Dual-Sim,LTE,IPS LCD,,,173,720 x 1280 ,5.5,Yes,Android,Mediatek MT6592,160,8,1,Removable,2500
Lenovo,S856,,4,Adreno 305,Dual-Sim,LTE,IPS LCD,,720p,175,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8926 Snapdragon 400,210,8,1,Removable,2500
Lenovo,Vibe Z2,,4,Adreno 306,Dual-Sim,LTE,IPS LCD,1080p,,158,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,430,32,2,Non-removable,3000
Lenovo,A850+,,8,Mali-450,Dual-Sim,HSPA,"Capacitive touchscreen, 16M colors",,,161,540 x 960 ,5.5,Yes,Android,Mediatek MT6592M,160,4,1,Removable,2500
Lenovo,S939,,8,Mali-450,Dual-Sim,HSPA,IPS LCD,,,171.5,720 x 1280 ,6,Yes,Android,Mediatek MT6592,180,8,1,Removable,3000
Lenovo,A889,,4,Mali-400,Dual-Sim,HSPA,IPS LCD,,,192,540 x 960 ,6,Yes,Android,Mediatek MT6582,120,8,1,Removable,2500
Lenovo,A880,,4,Mali-400,Dual-Sim,HSPA,IPS LCD,,,196,540 x 960 ,6,Yes,Android,Mediatek MT6582M,130,8,1,Removable,2500
LG,V50 ThinQ 5G,18,8,Adreno 640,Single-Sim,LTE,P-OLED,2160p,1080p,183,1440 x 3120 ,6.4,Yes,Android,Qualcomm SDM855 Snapdragon 855,950,128,6,Non-removable,4000
LG,G8s ThinQ,18,8,Adreno 640,Single-Sim,LTE,OLED,2160p,1080p,181,1080 x 2248 ,6.2,Yes,Android,Qualcomm SDM855 Snapdragon 855,450,64,6,Non-removable,3550
LG,G8 ThinQ,21,8,Adreno 640,Single-Sim,LTE,P-OLED,2160p,1080p,167,1440 x 3120 ,6.1,Yes,Android,Qualcomm SDM855 Snapdragon 855,620,128,6,Non-removable,3500
LG,Q60,,8,,Single-Sim,LTE,IPS LCD,1080p,,172,720 x 1520 ,6.26,Yes,Android,Mediatek MT6762 Helio P22,180,64,3,Non-removable,3500
LG,K50,,8,,Single-Sim,LTE,IPS LCD,1080p,,170,720 x 1520 ,6.26,Yes,Android,Mediatek MT6762 Helio P22,252,32,3,Non-removable,3500
LG,K40,,8,PowerVR GE8320,Single-Sim,LTE,IPS LCD,1080p,,150,720 x 1440 ,5.7,Yes,Android,Mediatek MT6762 Helio P22,144,32,2,Non-removable,3000
LG,Q9,18,4,Adreno 530,Single-Sim,LTE,IPS LCD,2160p,1080p,159,1440 x 3120 ,6.1,Yes,Android,Qualcomm MSM8996 Snapdragon 821,400,64,4,Non-removable,3000
LG,V40 ThinQ,18,8,Adreno 630,Single-Sim,LTE,P-OLED,2160p,1080p,169,1440 x 3120 ,6.4,Yes,Android,Qualcomm SDM845 Snapdragon 845,800,64,6,Non-removable,3300
LG,G7 Fit,18,4,Adreno 530,Single-Sim,LTE,IPS LCD,2160p,1080p,158,1440 x 3120 ,6.1,Yes,Android,Qualcomm MSM8996 Snapdragon 821,400,32,4,Non-removable,3000
